Local time,Open,High,Low,Close,Volume
24.03.2021 14:00:00.000 GMT+0100,56977,57248,55774,55790,0.2678
24.03.2021 18:00:00.000 GMT+0100,55790,56398,53238,54100,0.3595
24.03.2021 22:00:00.000 GMT+0100,54099,54260,51752,52660,0.4038
25.03.2021 02:00:00.000 GMT+0100,52660,52771,51552,52291,0.3328
25.03.2021 06:00:00.000 GMT+0100,52291,53260,52132,52646,0.24330000000000002
25.03.2021 10:00:00.000 GMT+0100,52646,53173,50488,51108,0.3226
25.03.2021 14:00:00.000 GMT+0100,51105,52097,50485,51351,0.4516
25.03.2021 18:00:00.000 GMT+0100,51350,52716,51171,52038,0.30110000000000003
25.03.2021 22:00:00.000 GMT+0100,52045,52752,51279,52131,0.2567
26.03.2021 02:00:00.000 GMT+0100,52129,52819,51597,52741,0.25
26.03.2021 06:00:00.000 GMT+0100,52744,53888,52459,53448,0.2857
26.03.2021 10:00:00.000 GMT+0100,53448,53679,52580,53060,0.2482
26.03.2021 14:00:00.000 GMT+0100,53058,54081,52812,53839,0.2431
26.03.2021 18:00:00.000 GMT+0100,53840,54330,53568,54052,0.2371
26.03.2021 22:00:00.000 GMT+0100,54056,55621,54052,54835,0.07890000000000001
27.03.2021 02:00:00.000 GMT+0100,54838,55291,54606,55038,0.0673
27.03.2021 06:00:00.000 GMT+0100,55040,55417,54745,54996,0.11069999999999999
27.03.2021 10:00:00.000 GMT+0100,54996,55173,54047,54338,0.2098
27.03.2021 14:00:00.000 GMT+0100,54336,56248,54148,56227,0.2968
27.03.2021 18:00:00.000 GMT+0100,56227,56314,55653,55941,0.20540000000000003
27.03.2021 22:00:00.000 GMT+0100,55941,56640,55657,56096,0.2098
28.03.2021 03:00:00.000 GMT+0200,56096,56548,55834,56337,0.1743
28.03.2021 07:00:00.000 GMT+0200,56338,56456,55899,56355,0.15139999999999998
28.03.2021 11:00:00.000 GMT+0200,56355,56592,55346,55570,0.2031
28.03.2021 15:00:00.000 GMT+0200,55570,56531,55519,56322,0.22790000000000002
28.03.2021 19:00:00.000 GMT+0200,56322,56348,54751,54888,0.1791
28.03.2021 23:00:00.000 GMT+0200,54900,55937,54859,55427,0.20600000000000002
29.03.2021 03:00:00.000 GMT+0200,55427,55568,55018,55364,0.24200000000000002
29.03.2021 07:00:00.000 GMT+0200,55361,57238,54954,57146,0.23929999999999998
29.03.2021 11:00:00.000 GMT+0200,57152,58437,57026,58076,0.3029
29.03.2021 15:00:00.000 GMT+0200,58076,58261,57241,57648,0.24669999999999997
29.03.2021 19:00:00.000 GMT+0200,57646,58333,57139,57296,0.2688
29.03.2021 23:00:00.000 GMT+0200,57289,57930,57236,57558,0.2222
30.03.2021 03:00:00.000 GMT+0200,57557,57829,57080,57594,0.2093
30.03.2021 07:00:00.000 GMT+0200,57591,58302,57407,57990,0.2022
30.03.2021 11:00:00.000 GMT+0200,57986,59444,57899,59187,0.2611
30.03.2021 15:00:00.000 GMT+0200,59188,59312,58515,58745,0.24359999999999998
30.03.2021 19:00:00.000 GMT+0200,58745,59163,58460,58715,0.20670000000000002
30.03.2021 23:00:00.000 GMT+0200,58713,59091,58613,59077,0.21610000000000001
31.03.2021 03:00:00.000 GMT+0200,59078,59117,58460,58771,0.20929999999999999
31.03.2021 07:00:00.000 GMT+0200,58771,59840,56926,58034,0.2683
31.03.2021 11:00:00.000 GMT+0200,58034,58350,57336,58197,0.2421
31.03.2021 15:00:00.000 GMT+0200,58197,59677,58106,59045,0.26480000000000004
31.03.2021 19:00:00.000 GMT+0200,59047,59622,58407,59005,0.24630000000000002
31.03.2021 23:00:00.000 GMT+0200,59005,59331,58605,59274,0.2126
01.04.2021 03:00:00.000 GMT+0200,59274,59363,58691,58948,0.184
01.04.2021 07:00:00.000 GMT+0200,58948,59521,58579,58884,0.2627
01.04.2021 11:00:00.000 GMT+0200,58894,59284,58186,58774,0.2164
01.04.2021 15:00:00.000 GMT+0200,58778,59301,58690,58807,0.20339999999999997
01.04.2021 19:00:00.000 GMT+0200,58806,59038,57980,58905,0.26489999999999997
01.04.2021 23:00:00.000 GMT+0200,58906,59079,58504,58677,0.16820000000000002
02.04.2021 03:00:00.000 GMT+0200,58677,60117,58677,59595,0.24059999999999998
02.04.2021 07:00:00.000 GMT+0200,59594,59739,59361,59524,0.2163
02.04.2021 11:00:00.000 GMT+0200,59525,59727,59268,59546,0.1941
