Local time,Open,High,Low,Close,Volume
10.12.2023 23:00:00.000 GMT+0100,4603.946,4738.699,4595.983,4718.443,480.61779999999993
17.12.2023 23:00:00.000 GMT+0100,4718.766,4778.406,4692.599,4751.893,448.1522
24.12.2023 23:00:00.000 GMT+0100,4752.713,4796.390,4751.529,4767.699,296.92349999999993
31.12.2023 23:00:00.000 GMT+0100,4771.384,4782.646,4663.733,4698.699,468.91359999999986
07.01.2024 23:00:00.000 GMT+0100,4696.513,4802.934,4676.884,4779.796,674.0208
14.01.2024 23:00:00.000 GMT+0100,4777.987,4843.434,4714.816,4841.190,629.5409999999999
21.01.2024 23:00:00.000 GMT+0100,4842.333,4907.306,4842.266,4888.190,527.1964
28.01.2024 23:00:00.000 GMT+0100,4883.583,4975.643,4841.844,4956.928,675.0536000000069
04.02.2024 23:00:00.000 GMT+0100,4954.248,5030.656,4917.583,5024.937,455.19589999999783
11.02.2024 23:00:00.000 GMT+0100,5024.754,5048.938,4920.524,5000.687,623.2806000000022
